Compound_CID,Carcinogenicity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
7610,3,5.58785336356765,5.58785336356765,0.8062962962962965,0.8062962962962965,0.5963360245749294,9.4,137.18199999999996,126.09399999999998,137.084063972,54,0,0.11877481498927993,-0.49675546653118713,0.49675546653118713,0.11877481498927993,1.4,2.1,2.6,16.465279253948363,10.17824799147723,1.9327873446876607,-2.0173243871912634,2.1694383987707204,-1.8958070600911772,5.488950142970566,0.41432640731385906,1.94905391821596,3.043618059114281,232.69924244622516,7.560477932315068,6.217649367222367,6.217649367222367,4.736382105218448,3.1390814420031927,3.1390814420031927,2.222518476078553,2.222518476078553,1.476967449175837,1.476967449175837,0.775159408426372,0.775159408426372,-1.18,192.95633790338005,6.933378684807257,2.60339789453191,1.2095233527616807,60.614723274809776,10.470530430962235,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.686289896772447,5.687386274683562,7.109797541277533,4.736862953800049,5.687386274683562,0.0,0.0,0.0,6.923737199690624,12.84346501843972,23.762552697081826,0.0,5.749511833283905,10.470530430962235,5.687386274683562,5.749511833283905,0.0,7.109797541277533,0.0,6.923737199690624,5.563451491696996,18.19910120538483,0.0,0.0,0.0,35.25,0.0,0.0,0.0,0.0,0.0,17.000349599664464,0.0,7.109797541277533,25.122838405075452,0.0,10.470530430962235,4.9944444444444445,0.0,0.0,0.0,7.44910336356765,0.8534259259259263,5.6030092592592595,0.0,1.9562037037037037,1.6438133030990174,0.25,10,2,2,0,0,0,0,1,0,1,0,0,2,1,2,0,1,0,0,0,0,0,1.8050343470019636,1,1.58582,42.14340000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7618,3,8.485,8.485,0.06944444444444442,0.06944444444444442,0.419530358360434,10.8,149.19,134.07,149.10519334,62,0,0.05580092448598239,-0.39504454192636634,0.39504454192636634,0.05580092448598239,0.7,1.0,1.2,16.25916500685216,10.44716354363126,1.9968480422880772,-2.173700745661023,1.8364370926340048,-2.3180988858985447,4.5354889889461285,0.13613993482762796,1.8962594154766206,3.2950821163049606,55.74860596185443,7.819990956308912,6.031495069119117,6.031495069119117,4.846065214951232,3.3973665961010275,3.3973665961010275,2.01246117974981,2.01246117974981,1.2486832980505136,1.2486832980505136,0.7596742653368967,0.7596742653368967,-0.16,153.59701265360627,9.839999999999998,6.953122171945702,4.69379087242276,60.706496526603985,15.319582184522117,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,0.0,0.0,19.634269217737724,19.820645893538753,15.319582184522117,0.0,0.0,4.899909730850478,0.0,0.0,39.45491511127648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.674407026649064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.93000000000001,0.0,0.0,0.0,19.820645893538753,19.634269217737724,0.0,0.0,4.899909730850478,0.0,0.0,15.319582184522117,0.0,0.0,1.7916666666666667,25.455,0.0,0.0,0.0,0.0,1.7533333333333336,0.0,1.0,10,3,4,0,0,0,0,0,0,0,0,0,4,3,4,0,6,0,0,0,0,0,6.8418722171945685,0,-1.7347,37.6974,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7636,2,10.765701609347442,10.765701609347442,0.31023289871504134,-0.31023289871504134,0.44893606242845135,12.153846153846153,184.27899999999997,164.11899999999997,184.14632988,76,0,0.3296480407749041,-0.4622508772042368,0.4622508772042368,0.3296480407749041,1.5384615384615385,2.230769230769231,2.6923076923076925,16.53249163728341,10.005709309783349,2.069588542679981,-2.128501679437941,2.1218452705432247,-2.115088030942316,5.806305764422289,-0.13870707518124537,2.1743865422003554,3.5789305606878026,152.16926858274718,10.104448006685086,8.713837806426264,8.713837806426264,6.239912065068584,5.032805283882037,5.032805283882037,3.250666192361242,3.250666192361242,2.171237254306422,2.171237254306422,1.157017797190861,1.157017797190861,-0.79,700.1524665885145,12.21,7.838370161539696,6.378132617764067,80.974136469162,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,39.688874951757775,12.338727669087403,6.076020106833881,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,5.917906046161393,39.53076089108528,6.606881964512918,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,5.917906046161393,39.53076089108528,12.654955790432378,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.52478801067431,12.841643245852019,18.9176633526859,0.0,0.0,20.426410082979746,4.736862953800049,4.9842696523053664,0.0,10.765701609347442,0.0,0.0,0.20722080498866213,0.0,5.85162462207105,8.191183311287478,0.0,0.7272727272727273,13,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,7,0,0,0,0,1,7.3620384363384375,0,2.9320000000000013,54.46200000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7641,3,11.797764221685927,11.797764221685927,0.13988106542763612,-0.139881065427637,0.23035616374928256,13.23076923076923,370.5740000000002,328.2380000000001,370.308309824,154,0,0.30528790637448405,-0.46537970971815246,0.46537970971815246,0.30528790637448405,0.6538461538461539,1.0384615384615385,1.3461538461538463,16.53660065079718,10.004429694140901,2.118181978532832,-2.147359809026395,2.146904501831467,-2.1452388223340555,5.701490797104957,-0.14700816104573058,2.651558030091806,3.731744715310046,320.0514102666709,19.623109575743264,17.687188636846372,17.687188636846372,12.565610567764073,10.878870498833269,10.878870498833269,7.406136623843764,7.406136623843764,5.058400334901913,5.058400334901913,2.9008232514090047,2.9008232514090047,-1.06,367646.47554631915,24.940000000000005,17.358643756727396,14.14535517104092,160.95317008925963,9.473725907600098,0.0,0.0,0.0,0.0,11.938610575903699,9.589074368143644,0.0,0.0,0.0,66.21987853631856,37.51909858402682,12.841643245852019,13.213763929025836,19.06280027574374,11.938610575903699,0.0,0.0,11.835812092322787,104.74480827387463,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.152374504929536,19.06280027574374,11.835812092322787,104.74480827387463,0.0,0.0,0.0,0.0,52.60000000000001,0.0,9.589074368143644,0.0,11.938610575903699,50.73286251305266,25.683286491704038,25.683286491704038,0.0,0.0,27.694948798762496,9.473725907600098,10.750134083281145,0.0,23.595528443371855,0.0,0.0,0.6796776258345941,0.0,11.260354973830335,9.714304873682078,0.0,0.9090909090909091,26,0,4,0,0,0,0,0,0,0,2,0,4,0,4,0,17,0,0,0,0,2,16.650945203568515,0,6.066000000000007,106.99800000000009,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7732,3,5.425816326530612,5.425816326530612,0.7600000000000002,0.7600000000000002,0.5706913849970715,9.0,123.15499999999999,114.08299999999998,123.068413908,48,0,0.11850965849470418,-0.4967658936287139,0.4967658936287139,0.11850965849470418,1.2222222222222223,1.7777777777777777,2.2222222222222223,16.465252384752002,10.296109394862519,1.854971690731545,-1.966261110455429,2.107880164154662,-1.8445815656151991,5.408894754410514,0.41463897885626666,1.9003726279897948,2.8815558776461367,180.61256853719752,6.69023444431199,5.294999636411993,5.294999636411993,4.325698502695489,2.722414775336526,2.722414775336526,1.7731597389607814,1.7731597389607814,1.1158019597397633,1.1158019597397633,0.6039103909378558,0.6039103909378558,-1.1800000000000002,129.22533870330605,5.947877237851663,2.3955617406597787,1.3533930115039927,54.249781160413164,10.470530430962235,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,5.687386274683562,7.109797541277533,4.736862953800049,5.687386274683562,0.0,0.0,0.0,0.0,12.84346501843972,24.26546827384644,0.0,5.749511833283905,10.470530430962235,5.687386274683562,5.749511833283905,0.0,7.109797541277533,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,35.25,0.0,0.0,0.0,0.0,0.0,11.436898107967467,0.0,19.242531678200752,12.13273413692322,0.0,10.470530430962235,4.913611111111111,0.0,0.0,0.0,6.185816326530611,0.8372222222222225,7.266203703703704,0.0,0.0,1.630479969765684,0.14285714285714285,9,2,2,0,0,0,0,1,0,1,0,0,2,1,2,0,1,0,0,0,0,0,1.5831674610154005,1,1.2773999999999999,37.4064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7737,3,9.873202475434617,9.873202475434617,0.34629629629629655,0.34629629629629655,0.4841257712769514,8.9,138.12599999999998,132.078,138.042927432,52,0,0.10765373863166844,-0.2910970705565683,0.2910970705565683,0.10765373863166844,1.3,1.9,2.3,16.453131176426023,10.279224939608769,1.8927192122698637,-1.9455585384634357,2.1392239332028447,-1.857649807830764,5.486515559767582,0.3887082530758454,2.048167390601267,2.895351845489354,219.6943549440617,7.397341225498537,5.112076558222283,5.112076558222283,4.863703305156274,2.7011549863809323,2.7011549863809323,1.7499645161344919,1.7499645161344919,1.1018134115055969,1.1018134115055969,0.5968237946193243,0.5968237946193243,-1.42,237.587417309747,6.6965501165501164,2.9319034022891572,1.2945922692541976,57.42426953900948,0.0,5.687386274683562,0.0,0.0,0.0,0.0,10.687349622898491,0.0,0.0,4.907065243988282,0.0,29.442350201705096,0.0,5.687386274683562,5.20725302477729,11.374772549367124,0.0,0.0,5.176881927858655,0.0,5.480096598121202,29.172533517834722,0.0,0.0,5.480096598121202,11.374772549367124,0.0,0.0,5.20725302477729,0.0,4.907065243988282,0.0,29.442350201705096,0.0,0.0,0.0,61.69,0.0,4.907065243988282,0.0,0.0,11.374772549367124,0.0,12.13273413692322,12.13273413692322,5.480096598121202,5.176881927858655,5.20725302477729,0.0,0.0,9.873202475434617,11.029004629629629,2.8154780801209376,0.0,6.115648148148148,0.0,0.0,0.0,0.0,10,2,4,0,0,0,0,1,0,1,0,0,4,2,4,0,2,0,0,0,0,0,1.963363807031314,1,1.8855999999999997,37.306200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7768,3,10.571944444444444,10.571944444444444,0.22453703703703742,0.22453703703703742,0.4913649755761193,21.75,113.16,102.07199999999999,113.084063972,46,0,0.21949405032902752,-0.3561070295708626,0.3561070295708626,0.21949405032902752,1.25,2.125,3.0,16.14883569898677,10.20475045881598,2.0281916868624945,-1.9325873136263925,2.015843770403119,-2.2056763679236213,5.75430891852972,-0.12027576620040249,1.9408784574722446,2.26669651519302,80.52932501298082,5.819990956308912,4.943782196396601,4.943782196396601,3.893846850117352,3.1612309264184786,3.1612309264184786,2.1606132022864672,2.1606132022864672,1.4027842468579426,1.4027842468579426,0.9035299058465965,0.9035299058465965,-0.53,85.39865212877876,5.603868808567603,2.6984359410043637,1.5234757718400516,49.26951472993516,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.4208216229260096,12.841643245852019,12.965578028838586,0.0,4.794537184071822,5.907179729351506,0.0,5.316788604006331,0.0,25.683286491704038,6.544756405912575,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,12.45193613526408,4.794537184071822,0.0,25.683286491704038,0.0,0.0,0.0,0.0,29.1,0.0,4.794537184071822,0.0,5.907179729351506,0.0,25.807221274690605,6.4208216229260096,0.0,0.0,5.316788604006331,0.0,0.0,0.0,10.571944444444444,2.8055555555555554,0.0,0.22453703703703742,0.0,4.1768981481481475,0.8877314814814814,0.0,0.8333333333333334,8,1,2,0,1,1,1,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,1.8902101252140153,1,0.6766000000000001,31.477699999999988,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7773,3,11.578354563523405,11.578354563523405,0.3344701991505967,-0.4274305130223517,0.11904454617977683,10.785714285714286,398.6280000000004,352.26000000000016,398.339609952,166,0,0.35508788069911634,-0.2474745751619439,0.35508788069911634,0.2474745751619439,0.42857142857142855,0.6785714285714286,0.9642857142857143,17.217900988259863,10.066718119639024,2.090524543648687,-2.0421976085958495,2.120139155100661,-2.1055111212808626,5.722311369872891,-0.25879009644160894,2.6946011910456016,3.3171020835488734,320.51431100532824,20.711049724483296,18.775128785586404,18.775128785586404,13.7019072626078,12.104483591154036,12.104483591154036,8.06753785201534,8.06753785201534,5.196467640852086,5.196467640852086,3.3362750674586565,3.3362750674586565,-1.06,1114406.2145807294,26.939999999999998,22.23144476245433,21.242459444694447,173.6123496337912,0.0,0.0,0.0,0.0,0.0,11.938610575903699,0.0,19.364216274655867,0.0,0.0,116.58062036619744,12.841643245852019,0.0,12.841643245852019,19.364216274655867,11.938610575903699,0.0,0.0,0.0,142.2639068579015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.938610575903699,19.364216274655867,0.0,142.2639068579015,0.0,0.0,0.0,0.0,52.6,11.938610575903699,9.589074368143644,0.0,0.0,12.841643245852019,38.524929737556064,77.04985947511214,0.0,0.0,23.622616305893473,0.0,0.0,0.0,32.39760032705806,0.0,0.0,-0.8548610260447029,0.0,22.33097782497697,4.459616207343008,0.0,0.9166666666666666,28,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,20,0,0,0,0,0,21.389825782161413,0,7.829600000000009,115.8720000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
7809,3,2.1203703703703702,2.1203703703703702,1.3292592592592594,1.3292592592592594,0.47575768534032103,9.25,106.16799999999999,96.08799999999998,106.07825032,42,0,-0.03977419408172197,-0.05906257918023874,0.05906257918023874,0.03977419408172197,0.75,1.0,1.25,13.857926266609558,10.169746472097968,1.793218016453732,-1.8950191180357163,1.9882406125405068,-1.700595642224136,5.189391809591328,1.3985363743774328,1.769973094021975,3.0324555320336755,138.89811391899892,5.983127663125442,5.309401076758503,5.309401076758503,3.787693700234704,2.8213672050459184,2.8213672050459184,2.154700538379252,2.154700538379252,1.2182335127930843,1.2182335127930843,0.63689453417432,0.63689453417432,-0.78,70.79892376087899,5.358504155124653,1.9937447122872558,1.0935372033822537,50.16128734829018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.392371257240434,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,38.112942673227685,0.0,0.0,0.0,0.0,0.0,2.6585185185185187,0.0,8.481481481481481,0.0,4.193333333333333,0.0,0.25,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.335436165631133,1,2.30344,35.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7812,2,5.55611111111111,5.55611111111111,0.7214814814814818,0.7214814814814818,0.5297860823199099,9.125,127.574,121.526,127.01887687199999,42,0,0.04069947851972144,-0.39872744733106535,0.39872744733106535,0.04069947851972144,1.125,1.625,2.0,35.49569071238071,10.320195988386955,1.8180815959222525,-1.881495925689392,2.0889165161409724,-1.7991310778388183,6.301406800460596,1.6852626360127436,1.769973094021975,3.032455532033676,147.38833891467198,5.983127663125442,4.264715818957356,5.020644764975811,3.7876937002347035,2.299024576145345,2.6769890491545723,1.5515512235693263,1.987987004041311,0.8700050935260352,1.1219814088655202,0.4627803245407954,0.5887684822105379,-0.69,70.79892376087899,5.446798905608755,2.0526695478915182,1.1380194886479666,53.07456004339136,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,24.26546827384644,10.710019588424888,0.0,0.0,17.28832616491608,0.0,0.0,0.0,0.0,5.733667477162185,29.288101587587764,0.0,0.0,5.733667477162185,5.687386274683562,0.0,11.600939890232516,0.0,0.0,0.0,0.0,24.26546827384644,5.022633313741326,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,10.710019588424888,0.0,24.26546827384644,0.0,0.0,17.3346073673947,0.0,5.55611111111111,0.0,0.7214814814814818,6.11283950617284,0.0,7.054012345679013,0.0,0.0,0.0,0.0,8,2,1,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1.3975597808789926,1,1.9222,35.864399999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7814,3,5.3711111111111105,5.3711111111111105,0.7492592592592595,0.7492592592592595,0.4839273658917496,9.0,108.144,100.08,108.06874825599999,42,0,0.031499427610448376,-0.3987267865528651,0.3987267865528651,0.031499427610448376,0.75,1.0,1.25,14.56990777720511,10.28289989088045,1.8014052366987274,-1.9021973821832903,2.0437744066389123,-1.8557116819831005,5.473173190172623,1.66783245321357,1.769973094021975,3.032455532033676,145.38833891467198,5.983127663125442,4.464101615137755,4.464101615137755,3.7876937002347035,2.3987174742355446,2.3987174742355446,1.6666666666666672,1.6666666666666672,0.9364670255861681,0.9364670255861681,0.49601129057086185,0.49601129057086185,-1.18,70.79892376087899,4.966627565982405,1.7381205361963379,0.9041418956093399,48.1111845135224,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,11.374772549367124,0.0,0.0,11.374772549367124,0.0,0.0,0.0,0.0,11.46733495432437,24.26546827384644,0.0,0.0,11.46733495432437,11.374772549367124,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,52.04,0.0,0.0,0.0,0.0,0.0,11.374772549367124,0.0,24.26546827384644,0.0,0.0,11.46733495432437,0.0,0.0,0.0,0.0,12.24074074074074,0.0,7.092592592592593,0.0,0.0,0.0,0.0,8,4,2,0,0,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,1.0790746710091061,1,0.8510000000000002,35.26679999999998,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,2,5.430416666666667,5.430416666666667,0.6158796296296294,0.6158796296296294,0.5065501878194335,57.6,140.182,128.08599999999998,140.083729624,56,0,0.08450861151154992,-0.3728265793219472,0.3728265793219472,0.08450861151154992,1.0,1.9,2.6,16.598950922981764,9.871390619835465,2.475503534408073,-2.1484239680111052,2.427665222856002,-2.1736726855666793,4.955162714287966,0.2786759508207497,2.831590419966432,1.6488581993028735,153.33658100079688,6.552041763877789,5.954324782432419,5.954324782432419,4.932652990377571,4.203690034767343,4.203690034767343,3.6579033534426832,3.6579033534426832,2.929582303011324,2.929582303011324,2.1003998715762187,2.1003998715762187,-0.08,826.8244026301982,5.555061483716949,1.7423652742346938,0.789325749906761,60.50344282703186,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.180370914939424,0.0,24.91878112775783,9.473725907600098,0.0,0.0,0.0,5.917906046161393,37.574364032022935,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.91878112775783,9.473725907600098,5.917906046161393,19.26246486877803,0.0,0.0,0.0,0.0,25.06,0.0,0.0,0.0,0.0,18.31189916324491,12.52478801067431,19.26246486877803,0.0,0.0,0.0,9.473725907600098,10.689675925925926,0.0,0.0,0.0,0.0,0.8368055555555554,0.0,5.790925925925926,1.015925925925926,0.0,1.0,10,0,2,1,2,3,0,0,0,0,4,0,2,0,2,2,1,1,2,3,0,4,0.9678946225467067,3,0.9527,35.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
